,Name,Price,Make,Model,Fuel Type,Odometer,Colour,Engine Size ( in Litres),Transmission,Body Type,Manufacturing Year,County,Owners,Doors,Tax Expiry,NCT Expiry,Link
614,CITROEN GRAND C4 PICASSO,POA,CITROEN,GRAND,Diesel,"180,042",Black,2.0,Manual,Van,2011,Kildare,3,5,-,-,http://www.cars.ie/used-cars/CITROEN-C4-2011-Kildare-1735358
615,OPEL ANTARA,POA,OPEL,ANTARA,Diesel,"138,159",Black,3.0,Automatic,Saloon,2011,Kildare,4,4,-,Jan-2023,http://www.cars.ie/used-cars/OPEL-ANTARA-2011-Kildare-1735278
616,JAGUAR XJ,POA,JAGUAR,XJ,Diesel,"167,416",Black,1.5,Manual,Hatchback,2010,Kildare,2,5,-,Nov-2023,http://www.cars.ie/used-cars/JAGUAR-XJ-2010-Kildare-1735357
617,NISSAN QASHQAI,POA,NISSAN,QASHQAI,Diesel,"213,506",Silver,1.7,Manual,Hatchback,2010,Kildare,3,5,-,May-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2010-Kildare-1735277
618,VAUXHALL ASTRA,POA,VAUXHALL,ASTRA,Petrol,"156,785",White,1.4,Manual,Hatchback,2009,Kildare,4,2,-,-,http://www.cars.ie/used-cars/VAUXHALL-ASTRA-2009-Kildare-1735276
619,MINI HATCH,POA,MINI,HATCH,Diesel,"292,821",Silver,2.7,Automatic,SUV,2008,Kildare,5,5,-,Sep-2023,http://www.cars.ie/used-cars/MINI-HATCH-2008-Kildare-1735275
620,LAND ROVER DISCOVERY,POA,LAND,ROVER,Petrol,"104,359",Silver,1.3,Manual,Saloon,2008,Kildare,2,4,-,May-2023,http://www.cars.ie/used-cars/LAND-ROVER-DISCOVERY-2008-Kildare-1735356
621,TOYOTA COROLLA,POA,TOYOTA,COROLLA,Diesel,"317,999",Silver,1.8,Manual,Hatchback,2012,Kildare,2,5,-,-,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2012-Kildare-1735274
622,FORD MONDEO,POA,FORD,MONDEO,Petrol,"120,932",Silver,1.3,Manual,Hatchback,2008,Kildare,7,5,-,Nov-2022,http://www.cars.ie/used-cars/FORD-MONDEO-2008-Kildare-1735273
623,TOYOTA YARIS,POA,TOYOTA,YARIS,Diesel,"138,603",Grey,2.0,Automatic,Saloon,2010,Kildare,4,4,-,Aug-2023,http://www.cars.ie/used-cars/TOYOTA-YARIS-2010-Kildare-1735272
624,BMW 5 SERIES,POA,BMW,5,Electric,"191,022",Grey,0.0,Automatic,Hatchback,2013,Kildare,1,5,-,Mar-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2013-Kildare-1735355
625,HYUNDAI IONIQ,POA,HYUNDAI,IONIQ,Diesel,"258,267",Brown,1.6,Manual,Saloon,2017,Kildare,3,4,-,Mar-2023,http://www.cars.ie/used-cars/HYUNDAI-IONIQ-2017-Kildare-1735354
626,VOLKSWAGEN PASSAT,POA,VOLKSWAGEN,PASSAT,Diesel,"260,428",Black,2.0,Automatic,Saloon,2011,Kildare,4,4,-,Nov-2022,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2011-Kildare-1735271
627,BMW 5 SERIES,POA,BMW,5,Electric,"5,499",Silver,0.0,Automatic,Hatchback,2008,Kildare,1,5,-,-,http://www.cars.ie/used-cars/BMW-5-SERIES-2008-Kildare-1735353
628,NISSAN LEAF,"€32,495",NISSAN,LEAF,Electric,"16,999",Black,0.0,Automatic,Hatchback,2020,Dublin,1,5,-,-,http://www.cars.ie/used-cars/NISSAN-LEAF-2020-Dublin-1735188
629,NISSAN LEAF,"€31,995",NISSAN,LEAF,Electric,"15,004",Silver,0.0,Automatic,Hatchback,2020,Dublin,1,5,-,-,http://www.cars.ie/used-cars/NISSAN-LEAF-2020-Dublin-1735187
630,NISSAN LEAF,"€31,995",NISSAN,LEAF,Petrol,"74,002",White,1.2,Manual,Hatchback,2020,Dublin,1,5,Jan-2023,Nov-2022,http://www.cars.ie/used-cars/NISSAN-LEAF-2020-Dublin-1735186
631,NISSAN PULSAR,"€14,495",NISSAN,PULSAR,Petrol,"106,344",Black,1.0,Automatic,Saloon,2016,Dublin,1,4,Oct-2022,Jun-2023,http://www.cars.ie/used-cars/NISSAN-PULSAR-2016-Dublin-1735184
632,HONDA CIVIC,"€22,495",HONDA,CIVIC,Petrol,"53,264",White,1.2,Manual,SUV,2019,Dublin,2,4,Sep-2023,Mar-2023,http://www.cars.ie/used-cars/HONDA-CIVIC-2019-Dublin-1735185
633,NISSAN QASHQAI,"€20,495",NISSAN,QASHQAI,Diesel,"7,998",Black,1.6,Manual,SUV,2017,Dublin,1,5,Dec-2022,Jul-2026,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2017-Dublin-1735183
634,HYUNDAI TUCSON,"€37,950",HYUNDAI,TUCSON,Electric,10,-,1.0,Automatic,Hatchback,2022,Dublin,-,-,-,-,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2022-Dublin-1735140
635,RENAULT MEGANE,"€47,240",RENAULT,MEGANE,Petrol,"57,478",Grey,1.0,Manual,Estate,2023,Kildare,1,4,Oct-2022,Aug-2023,http://www.cars.ie/used-cars/RENAULT-MEGANE-2023-Kildare-1735352
636,SKODA FABIA,"€16,200",SKODA,FABIA,Diesel,0,Grey,2.0,Automatic,SUV,2019,Cork,-,5,-,-,http://www.cars.ie/used-cars/SKODA-FABIA-2019-Cork-1735139
637,SKODA KODIAQ,POA,SKODA,KODIAQ,Diesel,0,Blue,2.0,Manual,Estate,2023,Tipperary,-,5,-,-,http://www.cars.ie/used-cars/SKODA-KODIAQ-2023-Tipperary-1735351
638,SKODA SUPERB,POA,SKODA,SUPERB,Diesel,0,Silver,2.0,Manual,Saloon,2023,Tipperary,-,5,-,-,http://www.cars.ie/used-cars/SKODA-SUPERB-2023-Tipperary-1735270
639,SKODA SUPERB,POA,SKODA,SUPERB,Diesel,0,Black,2.0,Automatic,Saloon,2023,Tipperary,-,5,-,-,http://www.cars.ie/used-cars/SKODA-SUPERB-2023-Tipperary-1735269
640,SKODA SUPERB,POA,SKODA,SUPERB,Diesel,0,Grey,2.0,Manual,SUV,2023,Tipperary,-,5,-,-,http://www.cars.ie/used-cars/SKODA-SUPERB-2023-Tipperary-1735350
641,SKODA KAROQ,POA,SKODA,KAROQ,Petrol,0,Silver,1.0,Manual,SUV,2023,Tipperary,-,5,-,-,http://www.cars.ie/used-cars/SKODA-KAROQ-2023-Tipperary-1735268
642,SKODA KAROQ,POA,SKODA,KAROQ,Petrol,0,Grey,1.0,Manual,Hatchback,2022,Tipperary,-,5,-,-,http://www.cars.ie/used-cars/SKODA-KAROQ-2022-Tipperary-1735267
643,SKODA SCALA,POA,SKODA,SCALA,Diesel,"28,801",Silver,2.1,Automatic,Estate,2023,Tipperary,1,5,-,-,http://www.cars.ie/used-cars/SKODA-SCALA-2023-Tipperary-1735266
644,MERCEDES-BENZ E CLASS,"€60,495",MERCEDES-BENZ,E,Petrol,0,White,1.2,Manual,SUV,2021,Dublin,-,5,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2021-Dublin-1735349
645,SUZUKI IGNIS,POA,SUZUKI,IGNIS,Diesel,"89,083",Grey,2.0,Manual,SUV,2023,Kerry,1,4,Feb-2022,Jan-2023,http://www.cars.ie/used-cars/SUZUKI-IGNIS-2023-Kerry-1735137
646,VOLKSWAGEN TIGUAN,POA,VOLKSWAGEN,TIGUAN,Petrol,"41,338",Black,1.5,Automatic,Hatchback,2017,Roscommon,1,5,Sep-2022,Jun-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-TIGUAN-2017-Roscommon-1735265
647,TOYOTA YARIS,"€24,595",TOYOTA,YARIS,Diesel,"120,709",White,2.0,Automatic,Hatchback,2021,Wexford,1,-,Feb-2023,Sep-2022,http://www.cars.ie/used-cars/TOYOTA-YARIS-2021-Wexford-1735204
648,SKODA SUPERB,"€14,995",SKODA,SUPERB,Petrol,"15,891",Grey,1.5,Automatic,Saloon,2014,Galway,1,-,-,-,http://www.cars.ie/used-cars/SKODA-SUPERB-2014-Galway-1735206
649,TOYOTA COROLLA,"€24,995",TOYOTA,COROLLA,Diesel,"88,414",Black,1.7,Manual,SUV,2020,Dublin,2,5,Oct-2023,Jan-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2020-Dublin-1735348
650,HYUNDAI TUCSON,"€21,995",HYUNDAI,TUCSON,Diesel,"36,799",Blue,1.5,Automatic,Estate,2017,Dublin,1,4,Feb-2023,Aug-2026,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2017-Dublin-1735264
651,PEUGEOT 308,"€39,995",PEUGEOT,308,Diesel,"131,129",Grey,2.0,Automatic,Saloon,2022,Dublin,2,4,May-2023,Feb-2024,http://www.cars.ie/used-cars/PEUGEOT-308-2022-Dublin-1735347
652,AUDI A6,"€26,995",AUDI,A6,Petrol,"112,002",White,1.3,Automatic,Hatchback,2016,Cork,2,5,Mar-2023,Mar-2024,http://www.cars.ie/used-cars/AUDI-A6-2016-Cork-1735346
653,MAZDA MAZDA2,"€9,999",MAZDA,MAZDA2,Petrol,"140,013",Black,1.1,Manual,Hatchback,2016,Dublin,1,5,Dec-2022,Oct-2024,http://www.cars.ie/used-cars/MAZDA-MAZDA2-2016-Dublin-1734676
654,RENAULT CLIO,"€9,250",RENAULT,CLIO,Petrol,"78,562",Green,1.5,Automatic,SUV,2014,Louth,1,5,-,-,http://www.cars.ie/used-cars/RENAULT-CLIO-2014-Louth-1735263
655,HONDA HR-V,"€25,890",HONDA,HR-V,Petrol,"31,691",Blue,1.2,Automatic,Hatchback,2018,Dublin,1,5,-,-,http://www.cars.ie/used-cars/HONDA-HR-V-2018-Dublin-1735326
656,NISSAN NOTE,POA,NISSAN,NOTE,Petrol,"116,471",White,2.0,Automatic,SUV,2019,Dublin,1,5,-,-,http://www.cars.ie/used-cars/NISSAN-NOTE-2019-Dublin-1735327
657,NISSAN X-TRAIL,POA,NISSAN,X-TRAIL,Petrol,"64,346",Silver,1.2,Automatic,Hatchback,2016,Dublin,1,5,Nov-2022,Mar-2023,http://www.cars.ie/used-cars/NISSAN-X-TRAIL-2016-Dublin-1735328
658,NISSAN NOTE,POA,NISSAN,NOTE,Petrol,"92,194",Silver,1.2,Automatic,Hatchback,2019,Dublin,1,-,-,-,http://www.cars.ie/used-cars/NISSAN-NOTE-2019-Dublin-1735330
659,NISSAN MICRA,POA,NISSAN,MICRA,Diesel,"182,013",Black,2.0,Automatic,SUV,2019,Limerick,4,5,Feb-2023,Oct-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2019-Limerick-1735337
660,VOLVO XC90,"€43,999",VOLVO,XC90,Diesel,"33,712",White,3.0,Automatic,SUV,2015,Dublin,-,5,Sep-2022,Mar-2026,http://www.cars.ie/used-cars/VOLVO-XC90-2015-Dublin-1735360
661,BMW X7,"€142,900",BMW,X7,Petrol,"78,265",Silver,1.2,Automatic,Hatchback,2022,Cork,1,5,-,-,http://www.cars.ie/used-cars/BMW-X7-2022-Cork-1735365
662,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,Petrol,"76,798",White,1.4,Automatic,Estate,2013,Dublin,1,5,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2013-Dublin-1735377
663,VOLKSWAGEN PASSAT,"€13,890",VOLKSWAGEN,PASSAT,Electric,10,White,0.0,Automatic,SUV,2013,Dublin,-,-,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2013-Dublin-1735378
664,VOLKSWAGEN ID.5,"€82,230",VOLKSWAGEN,ID.5,Petrol,"68,733",Grey,1.3,Automatic,MPV,2023,Laois,1,5,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-ID.5-2023-Laois-1735388
665,MAZDA DEMIO,POA,MAZDA,DEMIO,Petrol,"86,391",Black,1.6,Automatic,SUV,2018,Limerick,3,5,Jan-2023,Jul-2023,http://www.cars.ie/used-cars/MAZDA-DEMIO-2018-Limerick-1735391
666,KIA NIRO,"€25,890",KIA,NIRO,Diesel,"88,741",White,2.3,Manual,Van,2019,Limerick,1,5,Jan-2023,-,http://www.cars.ie/used-cars/KIA-NIRO-2019-Limerick-1735394
667,RENAULT MASTER,"€18,000",RENAULT,MASTER,Diesel,"165,720",White,2.3,Manual,Van,2018,Kerry,-,5,Oct-2023,Feb-2023,http://www.cars.ie/used-cars/RENAULT-MASTER-2018-Kerry-1735026
668,RENAULT MASTER,"€17,500",RENAULT,MASTER,Diesel,"87,999",White,2.2,Manual,Van,2019,Kerry,1,4,Jun-2023,-,http://www.cars.ie/used-cars/RENAULT-MASTER-2019-Kerry-1735027
669,FORD TRANSIT,"€19,950",FORD,TRANSIT,Petrol,0,White,1.0,Manual,Hatchback,2016,Dublin,1,4,-,-,http://www.cars.ie/used-cars/FORD-TRANSIT-2016-Dublin-1735070
670,NISSAN MICRA,"€21,895",NISSAN,MICRA,Diesel,"89,450",Black,1.6,Manual,Hatchback,2022,Cavan,2,5,Mar-2023,Jan-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2022-Cavan-1735071
671,HYUNDAI I30,"€15,999",HYUNDAI,I30,Diesel,"105,317",Black,2.0,Manual,Saloon,2017,Dublin,1,4,Jan-2023,Jan-2022,http://www.cars.ie/used-cars/HYUNDAI-I30-2017-Dublin-1735072
672,AUDI A4,"€24,999",AUDI,A4,Diesel,"62,999",White,1.6,Manual,Hatchback,2018,Dublin,1,5,Feb-2023,Jan-2025,http://www.cars.ie/used-cars/AUDI-A4-2018-Dublin-1735073
673,VOLKSWAGEN GOLF,"€24,995",VOLKSWAGEN,GOLF,Petrol,"86,822",Blue,2.0,Automatic,MPV,2021,Carlow,1,8,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2021-Carlow-1735074
674,NISSAN SERENA,"€26,890",NISSAN,SERENA,Petrol,"61,807",Red,1.0,Automatic,Hatchback,2018,Dublin,1,3,-,-,http://www.cars.ie/used-cars/NISSAN-SERENA-2018-Dublin-1735093
675,AUDI A1,POA,AUDI,A1,Diesel,"149,999",Grey,3.0,Automatic,Saloon,2016,Dublin,1,4,Mar-2022,May-2021,http://www.cars.ie/used-cars/AUDI-A1-2016-Dublin-1735094
676,BMW 7 SERIES,"€43,995",BMW,7,Diesel,"88,514",Grey,2.0,Automatic,SUV,2017,Dublin,2,4,Jan-2023,Jan-2023,http://www.cars.ie/used-cars/BMW-7-SERIES-2017-Dublin-1735118
677,SKODA KODIAQ,POA,SKODA,KODIAQ,Diesel,5,White,1.5,Manual,Van,2019,Laois,1,5,-,-,http://www.cars.ie/used-cars/SKODA-KODIAQ-2019-Laois-1735129
678,OPEL VIVARO,"€23,984",OPEL,VIVARO,Diesel,0,Grey,1.6,Manual,SUV,2022,Dublin,2,5,Oct-2023,Jun-2023,http://www.cars.ie/used-cars/OPEL-VIVARO-2022-Dublin-1735130
679,SEAT ATECA,"€25,750",SEAT,ATECA,Petrol,"16,999",Black,1.3,Automatic,Hatchback,2019,Wexford,1,5,Jul-2022,Jan-2026,http://www.cars.ie/used-cars/SEAT-ATECA-2019-Wexford-1735147
680,RENAULT ARKANA,"€33,750",RENAULT,ARKANA,Petrol,"19,000",Black,1.3,Automatic,Hatchback,2022,Longford,1,5,Jul-2022,Jan-2026,http://www.cars.ie/used-cars/RENAULT-ARKANA-2022-Longford-1735177
681,RENAULT ARKANA,"€33,750",RENAULT,ARKANA,Diesel,"61,198",Red,2.2,Automatic,SUV,2022,Longford,1,4,Jan-2023,Jan-2023,http://www.cars.ie/used-cars/RENAULT-ARKANA-2022-Longford-1735178
682,MAZDA CX-5,"€36,950",MAZDA,CX-5,Petrol,0,Grey,2.0,Automatic,Estate,2019,Dublin,2,5,Feb-2023,Jan-2026,http://www.cars.ie/used-cars/MAZDA-CX-5-2019-Dublin-1735212
683,MERCEDES-BENZ E CLASS,POA,MERCEDES-BENZ,E,Diesel,"27,000",Grey,2.3,Automatic,MPV,2022,Dublin,1,4,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2022-Dublin-1735213
684,NISSAN NAVARA,"€40,995",NISSAN,NAVARA,Diesel,"42,715",Black,2.0,Automatic,Estate,2021,Cavan,1,5,Oct-2023,Sep-2024,http://www.cars.ie/used-cars/NISSAN-NAVARA-2021-Cavan-1735215
685,MERCEDES-BENZ GLB,"€44,999",MERCEDES-BENZ,GLB,Electric,"100,999",Grey,0.0,Automatic,Hatchback,2020,Dublin,3,5,Oct-2022,Jul-2021,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLB-2020-Dublin-1735216
686,HYUNDAI IONIQ,"€20,950",HYUNDAI,IONIQ,Petrol,"98,999",-,1.4,Automatic,Saloon,2017,Dublin,1,4,-,Oct-2024,http://www.cars.ie/used-cars/HYUNDAI-IONIQ-2017-Dublin-1735221
687,AUDI A3,"€18,450",AUDI,A3,Electric,2,Grey,0.0,Automatic,SUV,2014,Dublin,-,5,-,-,http://www.cars.ie/used-cars/AUDI-A3-2014-Dublin-1735222
688,VOLKSWAGEN ID.4,"€46,950",VOLKSWAGEN,ID.4,Petrol,"59,830",Black,1.0,Manual,Hatchback,2023,Kerry,1,5,Aug-2023,Jun-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-ID.4-2023-Kerry-1735223
689,RENAULT CLIO,POA,RENAULT,CLIO,Petrol,"88,288",Black,1.0,Manual,Hatchback,2021,Laois,1,5,Nov-2022,Jun-2023,http://www.cars.ie/used-cars/RENAULT-CLIO-2021-Laois-1735235
690,VOLKSWAGEN UP!,"€12,890",VOLKSWAGEN,UP!,Diesel,0,White,1.6,Manual,Van,2019,Limerick,1,4,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-UP!-2019-Limerick-1735239
691,FIAT DOBLO,POA,FIAT,DOBLO,Diesel,"217,411",White,0.0,Automatic,SUV,2016,Dublin,1,5,-,-,http://www.cars.ie/used-cars/FIAT-DOBLO-2016-Dublin-1734796
692,VOLKSWAGEN AMAROK,POA,VOLKSWAGEN,AMAROK,Petrol,"51,999",Grey,1.1,Manual,Hatchback,0,Dublin,3,4,Jan-2023,Jan-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-AMAROK-0-Dublin-1734842
693,FORD FIESTA,"€14,900",FORD,FIESTA,Petrol,0,White,1.2,Manual,Hatchback,2018,Cork,-,5,-,-,http://www.cars.ie/used-cars/FORD-FIESTA-2018-Cork-1734862
694,SUZUKI SWIFT,POA,SUZUKI,SWIFT,Diesel,"170,590",Blue,2.0,Manual,Van,2023,Kerry,1,5,-,Aug-2023,http://www.cars.ie/used-cars/SUZUKI-SWIFT-2023-Kerry-1734913
695,VOLKSWAGEN TRANSPORTER,"€21,750",VOLKSWAGEN,TRANSPORTER,Petrol,"230,165",Black,1.6,Automatic,Hatchback,2016,Wicklow,-,5,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2016-Wicklow-1735191
696,VOLKSWAGEN GOLF,"€2,950",VOLKSWAGEN,GOLF,Hybrid,"106,216",Silver,1.5,Automatic,Hatchback,2004,Dublin,-,5,-,Nov-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2004-Dublin-1735124
697,HONDA FIT,"€14,950",HONDA,FIT,Petrol,"204,761",Black,2.5,Automatic,Saloon,2017,Clare,1,4,Oct-2022,May-2023,http://www.cars.ie/used-cars/HONDA-FIT-2017-Clare-1735138
698,LEXUS IS 300 H,"€17,500",LEXUS,IS,Petrol,"251,036",Silver,1.6,Manual,Hatchback,2015,Galway,2,5,Jan-2023,Dec-2022,http://www.cars.ie/used-cars/LEXUS-IS-300-H-2015-Galway-1735192
699,VAUXHALL ASTRA,"€4,950",VAUXHALL,ASTRA,Diesel,"121,336",White,1.6,Manual,Saloon,2010,Dublin,2,4,Jun-2022,Jul-2024,http://www.cars.ie/used-cars/VAUXHALL-ASTRA-2010-Dublin-1735123
700,VOLKSWAGEN PASSAT,"€25,950",VOLKSWAGEN,PASSAT,Petrol,"93,269",White,2.0,Automatic,Hatchback,2018,Limerick,2,5,Jan-2023,Jan-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2018-Limerick-1735172
701,VOLKSWAGEN GOLF,"€24,945",VOLKSWAGEN,GOLF,Diesel,"169,000",Red,2.0,Manual,Saloon,2015,Dublin,3,4,Dec-2022,May-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2015-Dublin-1735171
702,BMW 3 SERIES,"€18,950",BMW,3,Petrol,"112,002",White,1.3,Automatic,Hatchback,2016,Limerick,2,5,Mar-2023,Mar-2024,http://www.cars.ie/used-cars/BMW-3-SERIES-2016-Limerick-1735174
703,MAZDA DEMIO,"€9,999",MAZDA,DEMIO,Diesel,"211,334",Grey,2.1,Manual,Estate,2016,Dublin,1,5,Mar-2023,Jan-2024,http://www.cars.ie/used-cars/MAZDA-DEMIO-2016-Dublin-1734677
704,MERCEDES-BENZ GLA CLASS,"€18,950",MERCEDES-BENZ,GLA,Diesel,"214,548",Grey,1.5,Manual,Hatchback,2015,Dublin,1,5,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLA-CLASS-2015-Dublin-1735122
705,FORD MONDEO,"€12,495",FORD,MONDEO,Diesel,"41,000",Beige,2.8,Manual,Saloon,2015,Donegal,1,4,Aug-2023,-,http://www.cars.ie/used-cars/FORD-MONDEO-2015-Donegal-1735165
706,TOYOTA LANDCRUISER,"€40,000",TOYOTA,LANDCRUISER,Petrol,"14,999",White,2.5,Automatic,Estate,2019,Waterford,1,4,Mar-2023,Jan-2026,http://www.cars.ie/used-cars/TOYOTA-LANDCRUISER-2019-Waterford-1733168
707,TOYOTA RAV4,"€54,500",TOYOTA,RAV4,Diesel,"122,310",White,1.6,Manual,Van,2022,Dublin,1,3,Mar-2022,Sep-2022,http://www.cars.ie/used-cars/TOYOTA-RAV4-2022-Dublin-1735345
708,VOLKSWAGEN GOLF,"€16,950",VOLKSWAGEN,GOLF,Diesel,"130,357",White,1.6,Manual,Van,2018,Dublin,1,3,Jun-2022,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2018-Dublin-1735262
709,VOLKSWAGEN GOLF,"€16,750",VOLKSWAGEN,GOLF,Diesel,"96,560",Grey,1.5,Manual,MPV,2018,Dublin,1,5,Apr-2023,May-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2018-Dublin-1735261
710,NISSAN QASHQAI,"€24,950",NISSAN,QASHQAI,Diesel,"196,339",White,2.0,Manual,Van,2018,Limerick,1,3,Dec-2022,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2018-Limerick-1735173
711,FORD TRANSIT CUSTOM,"€17,750",FORD,TRANSIT,Diesel,"148,059",White,1.5,Manual,Van,2018,Dublin,2,2,Jan-2023,-,http://www.cars.ie/used-cars/FORD-TRANSIT-CUSTOM-2018-Dublin-1735260
712,RENAULT KANGOO,"€9,950",RENAULT,KANGOO,Diesel,"27,359",White,2.0,Automatic,SUV,2016,Dublin,1,5,Oct-2022,Sep-2024,http://www.cars.ie/used-cars/RENAULT-KANGOO-2016-Dublin-1735259
713,LAND ROVER DISCOVERY SPORT,"€53,900",LAND,ROVER,Petrol,"85,215",Red,1.2,Manual,Hatchback,2020,Donegal,1,3,-,Nov-2024,http://www.cars.ie/used-cars/LAND-ROVER-DISCOVERY-SPORT-2020-Donegal-1735344
714,FIAT 500,"€10,995",FIAT,500,Diesel,"49,890",White,1.5,Manual,Van,2017,Donegal,1,5,-,-,http://www.cars.ie/used-cars/FIAT-500-2017-Donegal-1735257
715,VAUXHALL COMBO,"€13,795",VAUXHALL,COMBO,Diesel,"12,875",Grey,1.5,Other,Van,2020,Donegal,1,3,-,-,http://www.cars.ie/used-cars/VAUXHALL-COMBO-2020-Donegal-1735258
716,CITROEN BERLINGO,"€16,995",CITROEN,BERLINGO,Diesel,"300,496",White,2.1,Manual,Van,2021,Donegal,2,6,-,-,http://www.cars.ie/used-cars/CITROEN-BERLINGO-2021-Donegal-1735396
717,MERCEDES-BENZ VITO,"€5,750",MERCEDES-BENZ,VITO,Diesel,"280,896",Black,1.6,Manual,Saloon,2015,Dublin,3,4,Mar-2023,May-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-VITO-2015-Dublin-1735202
718,VOLKSWAGEN JETTA,"€3,750",VOLKSWAGEN,JETTA,Electric,"38,000",Grey,0.0,Automatic,Saloon,2011,Dublin,2,4,Sep-2023,Mar-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-JETTA-2011-Dublin-1735201
719,TESLA MODEL 3,"€54,950",TESLA,MODEL,Diesel,"102,037",Blue,1.6,Automatic,Hatchback,2020,Cork,1,5,Aug-2023,May-2023,http://www.cars.ie/used-cars/TESLA-MODEL-3-2020-Cork-1734949
720,PEUGEOT 3008,"€12,500",PEUGEOT,3008,Petrol,"31,382",Red,2.5,Automatic,SUV,2015,Dublin,1,4,Mar-2022,Jul-2024,http://www.cars.ie/used-cars/PEUGEOT-3008-2015-Dublin-1735144
721,TOYOTA RAV4,"€30,950",TOYOTA,RAV4,Diesel,"55,001",Orange,1.5,Manual,Hatchback,2018,Dublin,2,4,Dec-2022,Jan-2025,http://www.cars.ie/used-cars/TOYOTA-RAV4-2018-Dublin-1735168
722,BMW 1 SERIES,"€22,995",BMW,1,Petrol,"24,140",Black,1.0,Manual,Hatchback,2017,Galway,1,5,-,-,http://www.cars.ie/used-cars/BMW-1-SERIES-2017-Galway-1735128
723,FORD FOCUS,"€21,900",FORD,FOCUS,Diesel,"209,214",White,2.2,Manual,Van,2019,Donegal,1,5,-,May-2023,http://www.cars.ie/used-cars/FORD-FOCUS-2019-Donegal-1735256
724,FORD TRANSIT CUSTOM,"€12,500",FORD,TRANSIT,Diesel,"250,840",Silver,1.6,Manual,Hatchback,2016,Offaly,3,5,Dec-2022,Mar-2022,http://www.cars.ie/used-cars/FORD-TRANSIT-CUSTOM-2016-Offaly-1735162
725,KIA CEED,"€6,995",KIA,CEED,Electric,"54,718",Blue,0.0,Automatic,Estate,2013,Donegal,-,4,Apr-2023,Jul-2023,http://www.cars.ie/used-cars/KIA-CEED-2013-Donegal-1735169
726,AUDI E-TRON,"€53,950",AUDI,E-TRON,Diesel,"218,275",Black,2.0,Manual,MPV,2019,Dublin,2,4,Nov-2022,Nov-2023,http://www.cars.ie/used-cars/AUDI-E-TRON-2019-Dublin-1735167
727,HYUNDAI SANTA FE,"€7,950",HYUNDAI,SANTA,Diesel,"152,324",Blue,1.5,Manual,Hatchback,2012,Louth,1,5,Oct-2022,Oct-2024,http://www.cars.ie/used-cars/HYUNDAI-SANTA-FE-2012-Louth-1735195
728,FORD MONDEO,"€14,900",FORD,MONDEO,Diesel,"157,715",Black,1.6,Manual,MPV,2016,Donegal,-,5,Feb-2023,Jul-2023,http://www.cars.ie/used-cars/FORD-MONDEO-2016-Donegal-1735242
729,FORD S-MAX,"€14,950",FORD,S-MAX,Diesel,"161,489",Red,2.0,Manual,Van,2015,Kilkenny,1,5,Mar-2023,Jan-2024,http://www.cars.ie/used-cars/FORD-S-MAX-2015-Kilkenny-1734719
730,VOLKSWAGEN TRANSPORTER,POA,VOLKSWAGEN,TRANSPORTER,Diesel,"83,687",White,2.0,Manual,Van,2020,Galway,1,5,Feb-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2020-Galway-1734666
731,VOLKSWAGEN TRANSPORTER,"€26,500",VOLKSWAGEN,TRANSPORTER,Diesel,"58,002",White,2.0,Manual,Van,2019,Kerry,1,3,Jan-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2019-Kerry-1735254
